id,categoria,pregunta,respuesta,contexto
338,Medicamentos,¿dabigatran sirve en urgencias?,"Puede usarse si la función renal lo permite. Vigila dispepsia, sangrado, edad avanzada, filtrado bajo e interacciones; ajusta dosis según ficha técnica.","Dabigatrán es un inhibidor directo de trombina usado en FA no valvular. Su uso depende de función renal, edad, riesgo hemorrágico e interacciones con glicoproteína P."
339,Medicamentos,¿qué hago si necesita warfarina válvula mecánica?,Con válvula mecánica no uses DOAC. Necesita AVK con INR objetivo según tipo y posición de válvula y factores de riesgo.,Los pacientes con válvula mecánica requieren anticoagulación con antagonistas de vitamina K. Los DOAC no están indicados en válvulas mecánicas.
340,Medicamentos,"triple terapia en cardiologia, para qué","Triple terapia el menor tiempo posible y solo si el riesgo isquémico lo justifica. Después suele pasarse a anticoagulante más un antiagregante, individualizando.","En pacientes con FA y SCA/PCI, la combinación de anticoagulante y antiagregantes aumenta sangrado. Las guías recomiendan minimizar duración de triple terapia y adaptar a riesgo isquémico y hemorrágico."
341,Medicamentos,¿cuánto doy de antihipertensivos inicio?,"Tras confirmar HTA, decide por nivel de presión y riesgo global. A menudo se inicia combinación de dos fármacos a dosis bajas, salvo fragilidad, bajo riesgo o situaciones especiales.","En hipertensión, las guías ESC favorecen tratamiento basado en riesgo cardiovascular, cifras confirmadas y daño de órgano. La combinación en un solo comprimido mejora adherencia cuando está indicada."
342,Medicamentos,dosis de ieca embarazo,"No uses IECA/ARA-II/ARNI en embarazo. Si la paciente puede estar embarazada o planifica gestación, cambia a opciones seguras y coordina manejo.","IECA, ARA-II y ARNI están contraindicados en embarazo por riesgo fetal. En mujeres con posibilidad de embarazo se debe revisar anticoncepción y alternativas seguras."
343,Medicamentos,¿puedo dar amlodipino edema en este paciente?,"Amlodipino puede dar edema de tobillos. Si molesta, ajusta dosis o combina/cambia fármaco; no asumas que todo edema es insuficiencia cardiaca.","Los calcioantagonistas dihidropiridínicos como amlodipino son eficaces en hipertensión y angina, pero pueden causar edema maleolar, rubor o cefalea. El edema no siempre responde a diuréticos."
344,Medicamentos,¿cuándo uso hidroclorotiazida clortalidona?,"Sirven para HTA, sobre todo en combinación. Controla sodio, potasio, función renal, uricemia y glucosa, especialmente en ancianos.","Los diuréticos tiazídicos o similares son fármacos de primera línea en hipertensión, con vigilancia de sodio, potasio, ácido úrico, glucosa y función renal."
345,Medicamentos,¿qué contraindicaciones tiene antiarrítmicos clase IC?,"No des flecainida si hay infarto previo, isquemia o FEVI reducida. Antes de usarla, confirma que no hay cardiopatía estructural relevante.","Flecainida y propafenona pueden usarse para control de ritmo en FA sin cardiopatía estructural significativa, pero se evitan en cardiopatía isquémica o disfunción ventricular."
346,Medicamentos,"adenosina TSV, ¿qué vigilo?","Para TSV regular estable, tras maniobras vagales, adenosina puede ser útil. No la uses a ciegas en taquicardia irregular de QRS ancho; monitoriza siempre.","La adenosina se usa para terminar taquicardias supraventriculares regulares dependientes del nodo AV en pacientes estables, con monitorización y disponibilidad de reanimación. Puede causar rubor, disnea o sensación de pausa."
347,Medicamentos,"mi paciente toma magnesio torsades, ¿qué problema puede dar?","En torsades, da magnesio y corrige potasio, retira fármacos QT y trata bradicardia si existe. Si está inestable, desfibrilación/cardioversión según ritmo.","El sulfato de magnesio es tratamiento de elección en torsades de pointes, junto con corregir hipopotasemia, retirar fármacos que prolongan QT y tratar bradicardia desencadenante."
348,Medicamentos,¿atropina bradicardia sirve en urgencias?,"Si bradicardia con hipotensión o bajo gasto, atropina es una opción inicial. Si no responde o hay bloqueo avanzado, prepara marcapasos transcutáneo y soporte.","La atropina puede usarse en bradicardia sintomática, pero puede ser insuficiente en bloqueo infranodal o bloqueo AV avanzado. Se debe preparar estimulación transcutánea o fármacos vasoactivos si no responde."
349,Medicamentos,¿qué hago si necesita adrenalina RCP?,"En RCP avanzada se usa adrenalina siguiendo el algoritmo, sin retrasar compresiones ni desfibrilación si corresponde. Lo esencial sigue siendo RCP de calidad y corregir causas reversibles.","En parada cardiaca, la adrenalina se usa durante RCP según algoritmos de soporte vital avanzado, junto con compresiones de calidad, desfibrilación si ritmo desfibrilable y tratamiento de causas reversibles."
350,Medicamentos,"amiodarona FV TV en cardiologia, ¿para qué?","En FV/TV sin pulso que persiste tras descargas, amiodarona entra en el algoritmo. Pero lo que salva primero es desfibrilar pronto y hacer compresiones efectivas.","En fibrilación ventricular o taquicardia ventricular sin pulso refractaria a descargas, amiodarona se considera dentro del algoritmo de soporte vital avanzado. No reemplaza desfibrilación ni compresiones."
351,Medicamentos,¿cuánto doy de antibióticos endocarditis?,No des antibiótico “a ciegas” si está estable antes de hemocultivos. Toma varios hemocultivos y ajusta tratamiento con infectología/cardiología según germen y válvula.,"La endocarditis infecciosa requiere hemocultivos y antibióticos dirigidos, idealmente tras obtener cultivos si el paciente está estable. La elección depende de válvula nativa/protésica, microorganismo y gravedad."
352,Medicamentos,dosis de hierro IC,"Pide ferritina y saturación de transferrina en IC. Si hay déficit, el hierro intravenoso puede ayudar en pacientes seleccionados; el hierro oral suele ser menos eficaz en este contexto.",La deficiencia de hierro es frecuente en insuficiencia cardiaca y empeora síntomas. Las guías recomiendan buscarla y considerar hierro intravenoso en pacientes seleccionados para mejorar síntomas y reducir hospitalizaciones.
353,Medicamentos,puedo dar colchicina pericarditis en este paciente,"Colchicina ayuda a reducir recaídas en pericarditis. Revisa función renal, peso, interacciones y efectos digestivos; no la uses si hay contraindicación clara.","La colchicina se usa en pericarditis aguda junto a antiinflamatorio cuando no está contraindicada, porque reduce recurrencias. La dosis depende de peso, tolerancia, función renal e interacciones."
354,Medicamentos,¿cuándo uso AINE pericarditis?,"Si es pericarditis típica y no hay contraindicación, AINE/aspirina más colchicina suele ser el esquema. Ajusta según riñón, sangrado, anticoagulación y causa.","En pericarditis aguda, AINE o aspirina son base del tratamiento si no hay contraindicaciones, asociados a protección gástrica cuando procede y colchicina. Deben evitarse si hay insuficiencia renal severa o alto riesgo hemorrágico."
355,Medicamentos,¿qué contraindicaciones tiene betabloqueante disección?,"En disección, primero baja frecuencia y dP/dt con betabloqueante si puede. No des vasodilatador solo sin controlar la frecuencia porque puede aumentar el estrés aórtico.","En disección aórtica aguda, el control rápido de frecuencia y presión reduce estrés parietal. Los betabloqueantes intravenosos son base si no hay contraindicación, antes de vasodilatadores puros."
356,Medicamentos,"anticoagulante y caidas, ¿qué vigilo?","No suspendas anticoagulación solo por “se cae”. Valora riesgo embólico y hemorrágico, corrige factores modificables y decide individualmente.","El riesgo de caídas no contraindica automáticamente anticoagulación en FA. La decisión debe equilibrar riesgo embólico, sangrado modificable, fragilidad y preferencias, corrigiendo factores de riesgo hemorrágico."
357,Medicamentos,"mi paciente toma antiagregacion primaria, ¿qué problema puede dar?",No des aspirina primaria “por si acaso” a todos. En prevención primaria se individualiza mucho por riesgo cardiovascular y hemorrágico.,La aspirina no se usa de forma rutinaria en prevención primaria por balance desfavorable de sangrado frente a beneficio en muchos pacientes. Se reserva para situaciones seleccionadas de alto riesgo y bajo sangrado.
358,Medicamentos,¿qué hago si necesita aspirina IAM?,"En IAM se da aspirina 150-300 mg como carga oral, preferiblemente masticada si procede, y luego 75-100 mg/día de mantenimiento. Evítala si hay alergia verdadera o sangrado activo relevante.","En el síndrome coronario agudo, la aspirina se administra precozmente si no hay contraindicación. La guía ESC indica dosis de carga oral de 150-300 mg y mantenimiento de 75-100 mg al día."
359,Medicamentos,"ticagrelor sca en cardiologia, ¿para que?","Ticagrelor se carga con 180 mg y luego 90 mg cada 12 h junto a aspirina, salvo contraindicaciones. Vigila sangrado, disnea y bradicardia; ajusta estrategia si necesita anticoagulación.","En SCA, ticagrelor es un inhibidor P2Y12 usado con aspirina en doble antiagregación cuando no está contraindicado. La dosis habitual de carga es 180 mg, seguida de 90 mg cada 12 horas."
360,Medicamentos,¿cuánto doy de prasugrel PCI?,Prasugrel suele ser 60 mg de carga y 10 mg/día si procede PCI. No se usa si hubo ictus/AIT; en ancianos o bajo peso el riesgo hemorrágico cambia la decisión.,"Prasugrel se usa en SCA tratado con intervencionismo cuando es adecuado. La dosis de carga habitual es 60 mg y mantenimiento 10 mg/día, con precauciones por edad, bajo peso y antecedente de ictus/AIT."
361,Medicamentos,dosis de clopidogrel SCA,"Clopidogrel se usa como alternativa: carga 300-600 mg y luego 75 mg/día. Es útil si alto riesgo hemorrágico, necesidad de anticoagulación o contraindicación a otros P2Y12.",Clopidogrel es alternativa cuando ticagrelor o prasugrel no son adecuados o cuando la estrategia anticoagulante lo favorece. Se utilizan dosis de carga de 300-600 mg y mantenimiento de 75 mg/día según contexto.
362,Medicamentos,¿puedo dar heparina en SCA en este paciente?,"Sí, en SCA suele indicarse anticoagulación aguda, especialmente si va a cateterismo. La dosis y el tipo dependen de función renal, estrategia invasiva y riesgo de sangrado.","La anticoagulación parenteral forma parte del manejo del SCA durante la fase aguda y el intervencionismo. La elección entre heparina no fraccionada, enoxaparina o bivalirudina depende de estrategia, función renal y riesgo hemorrágico."
363,Medicamentos,¿cuándo uso nitroglicerina dolor?,"Puedes dar nitroglicerina si hay dolor isquémico y presión adecuada. Evítala si está hipotenso, sospecha VD, estenosis aórtica crítica o tomó sildenafil/tadalafil recientemente.","Los nitratos alivian angina y congestión si la presión lo permite, pero están contraindicados con hipotensión, infarto de ventrículo derecho significativo o uso reciente de inhibidores de fosfodiesterasa-5."
364,Medicamentos,¿qué contraindicaciones tiene morfina IAM?,"No es de rutina para todo dolor. Úsala si dolor intenso persistente pese a nitratos y manejo inicial, vigilando presión, respiración y náuseas.","La morfina puede considerarse para dolor intenso en SCA que no cede, pero se usa con cautela por hipotensión, depresión respiratoria y posible interacción con absorción de antiagregantes orales."
365,Medicamentos,"atorvastatina alta intensidad, ¿qué vigilo?","Después de un SCA se indica estatina de alta intensidad, por ejemplo atorvastatina 40-80 mg o rosuvastatina 20-40 mg si tolera. Luego se ajusta a objetivo LDL.","Tras SCA, la terapia hipolipemiante de alta intensidad se inicia precozmente salvo contraindicación. Se busca reducción intensiva de LDL y escalada con ezetimiba o iPCSK9 si no se alcanzan objetivos."
366,Medicamentos,"mi paciente toma ezetimiba, qué problema puede dar",Añade ezetimiba 10 mg/día si con estatina máxima tolerada no llega a objetivo LDL o no tolera intensificar estatina. Es frecuente tras SCA o en muy alto riesgo.,"Ezetimiba se añade cuando con estatina máxima tolerada no se alcanza el objetivo de LDL, especialmente en prevención secundaria o muy alto riesgo. Tiene bajo riesgo de interacciones y se usa a 10 mg/día."
367,Medicamentos,¿iPCSK9 sirve en urgencias?,"Se plantean si sigue con LDL alto pese a estatina potente más ezetimiba, especialmente en prevención secundaria. No sustituyen el control global de riesgo.",Los inhibidores PCSK9 se consideran en pacientes de muy alto riesgo con LDL por encima de objetivo pese a estatina máxima tolerada y ezetimiba. Reducen LDL de forma marcada y se administran por vía subcutánea.
